code,product_name,brands,ingredients_text,allergens,allergens_tags,traces,traces_tags,countries
8904063200051,BHUJIA,Haldiram's,8 904063 20005 11 NACKS PVT LTD. 80-15-000 07-AAACH,,,,,"France,India"
8906002348169,Poha Mota,Rajdhani,"nutrition facts per 100gm at 1, kcal calories",,,,,India
8906010500559,Mung Dal,Balaji,"INGREDIENTS: MUNG BEAN SPLITS (85%), EDIBLE VEGETABLE OIL (PALMOLEIN, RICE BRAN), EDIBLE COMMON SALT, BLACK SALT.",,,,,India
8906017290125,Vedica,Bisleri,,,,,,India
8906029790033,Snakker,Priyagold,"SUGAR, HYDROGENATED VEGETABLE OIL (PALM), WHEAT FLOUR, COCOA SOLIDS (6%), MILK SOLIDS (5%), EMULSIFIERS (E322, E442, E476), IODISED SALT, LEAVING AGENT [E 500(ii)],  DOUGH CONDITIONER (E223), CONTAINS ADDED FLAVOUR [NATURAL AND NATURE IDENTICAL AND ARTIFICIAL (ETHYL VANILLIN) FLAVOURING SUBSTANCE. HYDROGENATED VEGETABLE FAT USED CONTAINS TRANSFAT",,"en:gluten,en:milk","en:gluten,en:milk,en:soybeans,en:sulphur-dioxide-and-sulphites","en:gluten,en:milk,en:soybeans,en:sulphur-dioxide-and-sulphites",India
8908004415177,MARCO CRUNCHY PEANUT BUTTER,Marco,"Roasted Peanut, Sugar, Salt, Hydrogenated soya oil","en:peanuts,en:soybeans","en:peanuts,en:soybeans",,,"France,India,Morocco,Spain"
8901123003720,LOTTE PIE,,,,,,,India
8904043901077,Salt LITE,TATA,"Edible Common Salt, Potassium Chloride, Anticaking Agents (INS 551, INS 536), Potassium lodate",,,,,India
8901233025612,Dairy Milk Chocolate,Cadbury,,,,,,India
8901719112393,Parle G,Parle,,,,,,en:IN
8904063204325,Haldiram's Bhujia,Haldiram,"Tepary Beans Flour, Edible Vegetable Oil (Cotton Seed, Corn & Palmolein Oil), Gram Pulse Flour, Edible Common Salt Powder, Spices& Condiments (Red Chilli Powder, Black Pepper Powder, Ginger Clove Powder, Mace Powder, Nutmeg Powder and Cardamom Powder).",,,,,India
8908001753722,sagar,Pet Sapha,,,,,,India
0846203081923,Bakarwadi,chitale,"Refined Wheat Flour, Refined Vegetable Oil (Peanut Oil), Sugar Syrup (Sugar, Water), Sugar, Grated Coconut, Green Chilli, Spices (Red Chilli Powder, Cumin Seed Powder, Coriander Powder, Asafoetida), iodised Salt, Tamarind Concentrate, Sesame Seeds, Coriander Extract.",,"en:gluten,en:peanuts,en:sesame-seeds",,,en:India
42116011,Fanta cocktail de fruits,"Fanta, Coca-Cola",,,,,,india
8901058851656,,,,,,,,en:India
8906010500764,balaji wafers chataka pataka,Balaji,"RICE MEAL (43%), EDIBLE VEGETABLE OIL (PALMOLEIN, RICE BRAN), CORN MEAL (3%), CHICKPEA FLOUR, EDIBLE COMMON SALT, SPICES & CONDIMENTS 2% (CUMIN, CHILLI BLACK PEPPER, DRY MANGO), DEHYDRATED VEGETABLE POWDER (ONION, GARLIC) SUGAR, ACIDITY REGULATOR (INS 330), ANTICAKING AGENT (INS 551), FLAVOUR ENHANCER (INS 627, INS 631), NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES (GARLIC, BLACK PEPPER), PAPRIKA EXTRACT (INS 160C)",,,,,Inde
8901233035178,Bourn vita,Cadbury,"Cereal Extract 51%* (Barley, Wheat), Sugar, Cocoa Solids, Caramel (150c), Liquid Glucose, Protein Isolate, Maltodextrin, Milk Solids, Vitamins, Emulsifiers (322, 471), Raising Agent (500(ii)), Minerals, & CONTAINS PERMITTED NATURAL COLOUR Edible (150c) AND ADDED FLAVOUR (ARTIFICIAL (VANILLA) FLAVOURING SUBSTANCES) Allergen Information: Contains Wheat, Milk, Barley, Sulphites. STORAGE CONDITIONS: STORE IN A COOL, HYGIENIC AND DRY PLACE. BEST BEFORE 12 MONTHS FROM PACKAGING INSTRUCTIONS FOR USE: Rad 2-heaped teaspoons (20 g&quot;) 0 Bournvita to a cun of Closo",,"en:gluten,en:milk,en:sulphur-dioxide-and-sulphites",,,en:India
8908012605003,tomato ketchup,Heinz,,,,,,India
8901972058612,Waffy Chocolate,Dukes,"REFINED WHEAT FLOUR (MAIDA), SUGAR, REFINED PALM OIL, HYDROGENATED OILS, MALTODEXTRIN, COCOA SOLIDS (1.5 %), EMULSIFIER [INS 322(1)], ARTIFICIAL FLAVOURING SUBSTANCES (CHOCOLATE, VANILLA), IODIZED SALT, RAISING AGENT [INS 500 (ii)], COLOUR (INS 150d), FLOUR TREATMENT AGENTS (INS 223, INS 1100, INS 1101).","en:gluten,en:soybeans,en:sulphur-dioxide-and-sulphites","en:gluten,en:soybeans,en:sulphur-dioxide-and-sulphites","en:milk,en:nuts","en:milk,en:nuts","India,United States"
8901786260508,Black pepper powder,Everest,Black Pepper,,,,,India
8901725121129,Aashirvaad Shudh Chakki Atta,ITC,Whole Wheat,en:gluten,en:gluten,,,India
8906028799198,Krazy snacks sauce,Fun Top,,,,,,en:India
8901764061189,Coca Cola,Coca-Cola,16/1/2020 13.43pm,,,,,en:India
8901063092334,BRITANNIA,GOOD DAY,,,,,,en:India
8901719112706,,Parle,,,,,,en:India
8901063023949,Marie GOLD,Britannia,wheat flour,,en:gluten,,,en:India
8901786030507,Everest Pani Puri Masala,Everest,"Rock Salt, Dried Mango, Cumin, Chilli, Black Salt, Mint Leaf, Black Pepper, Dried Ginger, Tamarind and Citric Acid.Contain Mustard",,,,,en:India
8901233013091,Cadbury Oreo Small Pack,cadbury,,,,"en:gluten,en:milk","en:gluten,en:milk",India
8901888006370,Real Orange Fruit juice 180ml tpk,,,,,,,en:India
8902080285020,Pepsi Cola Zero Sugar 250ml Can,pepsico,"CARBONATED WATER, ACIDITY REGULATORS (338,330) SMEETENERS (955, 950), PRESERVATIVE (211), CAFFEINE
CONTAINS PERMITTED NATURAL COLOUR (150d) AND ADDED FLAVOUR (NATURAL FLAVOURING SUBSTANCES).",,,,,en:India
8901595963317,Ching's Secret Manchurian noodles,,,,,,,en:India
8901207004407,Real guava  juice,,,,,,,en:India
8901542001642,Glucond orange 450g,,,,,,,en:India
8901262070539,FRUIT N' NUT Dark Chocolate,Amul,"sugar, cocoa solids, cocoa butter, almonds(8%), raisins(5%), permitted emulsifiers (e322, e476),",,en:nuts,,,Inde
8903553601613,Pickel,RAM BANDHU,"Green mangoes, edible common salt, edible rice bran oil, mustard chilli powder, fenugreek , turmeric powder, acidity regulator, compounded Asafoetida, preservative",,,,,India
0733739016614,Ultra Omega-3 Fish Oil,NOW FOODS,"Softgel Capsule [bovine gelatin (BSE-free), glycerin, enteric coating (pharmaceutical glaze, ethyl alcohol, ammonium hydroxide, glycerin, sunflower lecithin, medium-chain triglycerides), water] and d-alpha Tocopherol (from sunflower). Contains fish (anchovies, sardines).",,en:fish,,,"Malaysia,India"
8904063253804,Punjabi tadka,Haldiram's,,,,,,en:India
8901499010483,Kelloggs,kellogg's,"Multigrain (66.4%) ,Wheat (24.6%),Corn Grits (15.7%), Rice(10.1%), Rolled Barley (8%), Rolled Oats (8%) ,Candied & Nuts & Dry Fruits & Seed(21%) {Candied Papaya (6%),Candied Cranberry(4%),Raisins(4%),Almonds(4%),Pumpkin Seeds(3%)},Sugar,Cereal Extract,Wheat Bran,Iodized Salt,Vitamins & Minerals,Anti Oxidants(INS 320,INS 307b)","en:gluten,en:nuts,en:sulphur-dioxide-and-sulphites","en:gluten,en:nuts,en:sulphur-dioxide-and-sulphites","en:Contains Artificial Coconut Flavouring Substances,en:May contain traces of other TREE NUT","en:contains-artificial-coconut-flavouring-substances,en:may-contain-traces-of-other-tree-nut",India
8904004400601,Haldiram Lite Chiwda,Haldiram's,"Rice Flakes, Refined Palmolein Oil, Bengal Gram Flour (Besan), Refined Sugar, Edible Common Salt & Turmeric.","en:milk,en:mustard,en:nuts,en:sesame-seeds,en:soybeans","en:milk,en:mustard,en:nuts,en:sesame-seeds,en:soybeans",,,India
8906006720114,Qyno Dates,Lion,,,,,,en:India
89008294,Munch,nestle,,en:nuts,en:nuts,,,India
8906088860258,Current hot ´n’ spicy chilli+ pepper noodles,Current,"INGREDIENTS OF NOODLES: Wheat Flour, Vegetable Oil, Wheat Gluten, Modified Tapioca Starch, Salt, Acidity Regulators [500(ii) & 501(ii)], Stabilisers [400 & 452(ii)] and Riboflavin (101).
INGREDIENTS OF SEASONING: Salt, Garlic Powder, Hydrolysed Vegetable Protein (HVP), Soya Sauce Powder, Sugar, Red Chilli Pepper, Black Pepper, Maltodextrin (1400), Chicken Flavour, Flavour Enhancers (621, 627 & 631), Food Acid (296), Paprika (160c) and Other Natural Herbs & Spices.
INGREDIENTS OF DEHYDRATED VEGETABLES: Carrot, Cabbage, Peas, Red Chilli, Flakes and Chives.
INGREDIENTS OF PASTE: Refined Vegetable Oil, Chilli Powder, Paprika (160c) and Other Spices.",,"en:gluten,en:soybeans",,,in
8904335600657,super muesli no added sugar,yogabar,"Whole Grains 50% (Rolled Oats, Brown Rice Flakes, Jowar Flakes). Seeds 2% (Pumpkin. Sesame, Watermelon, Chia, Flax), Natural Plant Based Dietary Fibre (Fructo-oligo Saccharides), Almonds 8%, Whole Milk Powder, Rice Bran Oil, Probiotics (Bacillus coagulans SNZ1969*). *500 million cfu per serving CONTAINS ADDED NATURAL FLAVOUR (ROSEMARY EXTRACT, CARAMEL) PROPRIETARY FOOD CATEGORY 6.3 BREAKFAST CEREAL. Allergen advice: Products are processed on machinery in a plant that also processes peanuts tree nuts, sesame, soy and dairy products.",,"en:milk,en:nuts,en:sesame-seeds,en:soybeans","en:milk,en:nuts,en:soybeans","en:milk,en:nuts,en:soybeans",India
4796001651513,Happydent white,Happydent,"SUGAR, GUM BASE, LIQUID GLUCOSE, GUM ARABIC (E 414), HUMECTANT (E 422) VITAMIN E (E 306) COLOR (E 122) AND ADDED NATURAL (PEPPERMINT, MENTHOL) FLAVORS. GLAZIING AGENTS (E904, E903)",,,,,en:India
8901491435000,Potato Chips (Plain Salted flavour) 20rs,Uncle Chipps,"Potato, Edible Vegetable Oil (Palmolein, Sunflower Oil), Iodised Salt (1.5%)",,,,,en:in
8906069401210,Peanut butter,veeba,"ROASTED PEANUTS (91.0%), SUGAR, EMULSIFIER AND STABILIZER (INS471) AND IODISED SALT",,en:peanuts,,,India
8901088129824,,saffola,"Rolled Oats (55.5%), Millets (16%) [Jowar flare), Bajra flakes (2%)], Maltodextrin, lodised Salt, Spices and Condiments-, Dried Vegetables (Carrots (1.15%), Onion - Flakes (1.15%), Green Peas (0.69% ) ), Sugar, Starch, Refined Rice Bran Oil, Natural Flavouring Substances, Hydrolysed Vegetable protein, Flavour Enhances ( 627, INS 631), Nature-identical Flavouring Substances. Contains Onions, Turmeric, Pepper, Red Chill, Cumin, Garlic, Fenugreek, Clove, Nutmeg. ALLERGEN ADVICE: Contains Oats, Soy & Sulphite, May contain trace of Milk & other Gluten containing cereals",en:gluten,en:gluten,,,India
8901491001168,Masala munch,,,,,,,en:in
8902050000028,LaxmiNarayan Patal Poha Chiwda (Indian snack),LaxmiNarayan,"Nylon Poha, Chana Dal, Groundnut (Peanuts), Groundnut Oil, Sugar, Sesame, Green Chilli, Black Salt, Salt, Turmeric Powder, Cumin Powder, Mango Powder, Asafoetida, Mustard Powder, Curry Leaves.","en:peanuts,en:sesame-seeds","en:mustard,en:peanuts,en:sesame-seeds","en:gluten,en:nuts,en:peanuts,en:sesame-seeds","en:gluten,en:nuts,en:peanuts,en:sesame-seeds",India
8901491001045,Spanish Tomato Tango Flavour,Lay's,"Potato, Edible Vegetable Oil (Palmolein, Rice Bran Oil), *Seasoning (Sugar, lodised Salt, Maltodextrin, Flavour (Natural & Nature Identical Flavouring Substances), Spices & Condiments, Tomato Powder (0.6%), Hydrolysed Vegetable Protein, Wheat Fibre, Dextrose, Edible Vegetable Oil (Coconut Oil), Flavour Enhancers (627, 631)).",,,"en:gluten,en:soybeans","en:gluten,en:soybeans",en:in
7622201150419,Cadbury 5 Star,Mondelez,"Sugar, Liquid Glucose, Invert Sugar, Milk Solids, Hydrogenated Oil, Cocoa Butter, Cocoa Solids, Fractionated Fat, Lactose-rich Deproteinized Whey Permeate Powder, Emulsifiers (442, 471, 476), Hydrolyzed Vegetable Protein, lodised Salt, Flavours (Natural, Nature Identical and Artificial (Caramel and Vanilla) Flavouring Substances)",en:milk,en:milk,,,"India,United States"
8902080364565,Mountain Dew,MEWATI 🔔,"CARBONATED WATER, SUGAR, ACIDITY REGULATORS (330, 331), FLAVOUR (NATURAL FLAVOURING SUBSTANCES), PRESERVATIVE (211), CAFFEINE (1,3 mg/100 g), STABILIZERS (445), COULOUR (102)",,,,,India
8908005077084,Honey Bell vanilla cake,,,,,,,en:in
8904004401554,Masala Sev Murmura,Haldiram's,,,,,,India
8901764092107,Maaza 1.5L,,,,,,,en:India
8901725192327,Potato chips,,,,,,,en:India
8901207021220,real apple juice,real,"Water, Sugar, Liquid Glucose, Apple Juice Concentrate (3.85%)^, Acidity Regulator (INS 296), Antioxidant (INS 300) and Flavours (Nature Identical Flavouring Substances). THIS CONTAINS 23 % APPLE JUICE CONTENT. Refrigerate",,,,,India
8901491990219,Doritos,Doritos,,,,,,en:in
8901725112653,Sunfeast Dark Fantasy Choco Nut Fills,sunfest,,,,,,en:India
8906069401111,Veeba  peanut butter,Veeba,,,,,,India
0690225101134,India gate basmati rice dubar,India Gate,Basmati Rice,,,,,India
8901262152228,Amul kool elaichi 180ml,Amul,"Toned milk, milk solids, sugar, synthetic food colours (102, 133), artificial flavouring substances (elachi). Allergen Information: Contains milk.",,en:milk,,,en:India
8901764092329,Maaza,Cocacola,"Water, sugar, mango pulp (10.7%), acidity regulators (E330, E331(iii)), stabilizer (E466), antioxidant (E300), preservative (E202), colour (E160a(i)), added mango flavour (nature-identical and artificial flavouring substances), contains fruit",,,,,India
8908005144618,Yoga Bar Super Muesli 0% Added Sugar,Yoga Bar,"Whole Grains 50% (Rolled Oats, Brown Rice Flakes, Jowar Flakes), Seeds 24% (Pumpkin, Sesame, Watermelon, Chia, Flax), Natural Plant Based Dietary Fibre (Fructo-oligo Saccharides), Almonds 8%, Whole Milk Powder, Rice Bran Oil, Probiotics (Bacillus coagulans SNZ1969*).
*500 million cfu per serving

CONTAINS ADDED NATURAL FLAVOUR (ROSEMARY EXTRACT, CARAMEL)",,"en:milk,en:nuts,en:sesame-seeds",,,in
8904063215154,Taka tak,,,,,,,en:India
8901063017559,Britannia 5050 Potazos 71.5g,Britannia,"REFINED WHEAT FLOUR (MAIDA), REFINED (PALMOLEIN & PALM) OIL, SUGAR, DEHYDRATED POTATO FLAKES (11.3%), IODISED SALT, SPICES & CONDIMENTS 1.7% (_ONION_, GARLIC, RIO CHILLI, CORIANDER AND CUMIN), RAISING AGENTS 503(a) 8 500(0), LIQUID GLUCOSE, MILK SOLIDS, INVERT SUGAR SYRUP, RICE FLOUR, VITAL GLUTEN, EMULSIFIERS 322(i) & 471), MAITODEXTRIN, DRY MANGO POWDER, ACIDITY REGULATORS (330 & 334), FLAVOUR ENHANCERS (627 & 631), WOKING AGENT (551), DOUGH CONDITIONER (223), IMPROVER 1101(1)) AND STABILIZER (1450). CONTAINS PERMITTED SYNTHETIC FOOD COLOUR (110) AND ADDED FLAVOURS NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES). (Numbers in brackets as per International Numbering System) CONTAINS WHEAT GLUTEN, MILK SOYA AND SULPHITE","en:gluten,en:milk,en:soybeans,en:sulphur-dioxide-and-sulphites,en:ONION","en:gluten,en:milk,en:soybeans,en:sulphur-dioxide-and-sulphites,en:onion",,,India
8901063092402,Good Day,Britannia,,,,,,en:India
8904083303015,Curd,Milky Mist,Pasteurized Toned Milk & Active Lactic Culture,,,,,en:India
8906010500573,Farali Chevdo,Balaji,"POTATO (75%), ROASTED PEANUT (12%), EDIBLE VEGETABLE OIL (PALMOLEIN), SUGAR, ROCK SALT, SPICES & CONDIMENTS (CHILLI, CORIANDER, CUMIN, TURMERIC, DRY MANGO, CLOVE, CAROM SEED, GINGER, CINNAMON, CARDAMOM, NUTMEG, MACE, BAY LEAVES).",,,,,en:in
5000256014962,malt vinegar,heinz,barley malt vinegar,,en:gluten,,,en:India
8901648092599,india,all,,,,,,en:India
8904083511601,Organic Flax Seeds,24 Mantra Organic,Organic Flax Seeds,,,,,"Kuwait,India"
8904327600450,Peanut Butter,My Fitness,"Roasted Peanuts, Brown Sugar, Pink Himalayan Salt, Stabilizer (INS471). Allergen Info Contains Peanuts And Soya",,"en:peanuts,en:soybeans",,,India
8906066202551,Pizza Oregano,Keya,,,,,,en:india
8901063142244,Nutri choice zero,Britannia,biscuit 🍪,,,,,en:in
8906007610124,Brown Bread,Kwality,"Whole Wheat Flour (Atta), Water, Refined Wheat Flour (Maida), Wheat Bran, Suga Wheat Gluten, Malt Extract, lodized Sat Hydrogenated Vegetable (Palm) Fat, Edible Vegetable (Palm) Oil, CLASS 11 PRESERVATIVE (INS 282). ACIDITY REGULATOR (INS 260), EMULSIFIER (INS 481), IMPROVERS (INS 1100, 170(1)) & ANTIOXIDANT (INS 300)",,en:gluten,,,en:India
8901499009715,Kelloggs Crunchy Granola Almonds & Cranberries,Kelloggs,"Rolled Oats (25.1%), Candied Fruit And Nut (24%^) { Candied Cranberry (15%), Almonds (9%)}, Sugar, Oat Flour (10.7%), Edible Vegetable Oil (Palmolein), Rice (4.2%), Whole Wheat (3.9%), Rice Flour (2.7%), Liquid Glucose, Corn Meal (1.8%), Honey, Cereal Extract, Wheat Bran (0.6%), Refined Wheat Flour (Maida) (0.5%), lodized Salt, Dextrose, Flavours {Nature Identical And Artificial (Cream)), Barley Flour (0.1%), Vitamins, Raising Agent (INS 500ii), Minerals, Antioxidant (INS 320) CONTAINS WHEAT, BARLEY, OATS AND NUT (ALMONDS). MAY CONTAIN SOY AND MILK.","en:gluten,en:nuts","en:gluten,en:milk,en:nuts","en:milk,en:soybeans","en:milk,en:soybeans",India
8904004402131,Dry fruit mix,Haldiram's,"Refined Palmolein Oil, Split Pulse Moong (Moong Dal), Potato, Almonds(12.5%), Cashew Nuts (12.5%), Raisins (8%), Bengal Gram Flour (Besan), Spinach, Cucumber Seed, Edible Common Salt, Black Pepper Powder, Dried Mango Powder, Red Chilli Powder, Pipal, Clove Powder, Colour (INS 140(i)), Dried Ginger Powder, Cumin, Bay Leaves, Nutmeg, Cinnamon & Asafoetida. Allergen: Contains Almonds & Cashews May Contains Peanut, Sesame Seed, Milk, Soy, Mustard Seed, Sulphite & Wheat",,"en:gluten,en:milk,en:nuts,en:sesame-seeds,en:soybeans",,,en:India
8906010500900,wheels,Balaji,"REFINED WHEAT FLOUR (MAIDA) (60%), EDIBLE VEGETABLE OIL (PALMOLEIN, RICE BRAN), TAPIOCA STARCH, CORN FLOUR, EDIBLE COMMON SALT, DEHYDRATED VEGETABLE POWDER (ONION, GARLIC, TAMARIND), SPICES & CONDIMENTS 2% (DRY MANGO, CHILLI, PEPPER, CUMIN), SUGAR, YEAST EXTRACT, ACIDITY REGULATOR (INS 296, INS 330, INS 334), NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCES (MASALA), FLAVOUR ENHANCER (INS 627, INS 631), ANTICAKING AGENT (INS 551, INS 341 (III)), PAPRIKA EXTRACT (INS 160C).",,en:gluten,,,en:India
8901088102872,Parachute Coconut Oil,Parachute,,,,,,India
3948246005373,Tomato Ketchup,Del Monte,,,,,,en:India
8901786061006,,Everest,"Rock Salt, Black Salt, Dried Mango, Cumin, Pomegranate seed, Black Pepper, Dried Ginger, Chilli, Mint Leaf, Nutmeg, Bishop's Weed, Citric Acid and Compounded Asafoetida. 
ALLERGEN INFORMATION: May Contain Mustard",,,,,"France,India"
8901063032446,Britannia Treat Croissant Cocoa Crème,Britannia,"Serving size - 48.5 g, 1 serving, 
Per 100 g - energy - 451 kcal, protein - 6.3g, carbohydrates - 51.1g, of which total sugar - 20.3g, added sugar - 19.6g, total fat - 24.6g,",,,,,en:India
8904258700748,Mixed Fruit,Raw Pressery,"MANGO PULP(45%), GUAVA PULP(20%), SUGARCANE JUICE, POMEGRANATE JUICE (11%) , BANANA PUREE (3%), LEMON JUICE, BEETROOT POWDER, ANTIOXIDANTS ((VITAMIN C - INS 300), INS 224)",,,,,en:in
0840205718573,Potato spicy biscuit,Pran,,,,,,India
8901058901832,Masala Veg Atta Noodles,Nestlé,"Noodles: Wheat flour (atta) (85.2%), Palm oil, lodised salt, Thickeners (508&412), Humectants (451)&452) and Acidity regulators (501() & 500 ()). Masala *TASTEMAKER: Mixed spices (22.5%), (&quot;Roasted spice mix powder (66%) (Coriander, Turmeric, Cumin, Aniseed, Black pepper, Fenugreek, Ginger, Green cardamom Cinnamon, Clove, Nutmeg, Bay leaf & Black cardamom), Onion powder, Garlic powder Red chil powder, Red chilli bits, Coriander powder, Turmeric powder, Ginger powder, Aniseed powder Black pepper powder, Cumin powder, Cumin, Fenugreek powder, Capsicum extract, Compounded asafoetida, Star anise powder, Coriander extract & Cumin extract) Dehydrated Vegetables (16.7%) (Carrot bits (8.5%) & Green peas (8.2%)), Toasted onion flakes (Onion (12.4%) & Com oil), Refined wheat flour (Maida), Sugar, lodised salt, Toasted onion powder (Onion (59%) & Corn oil), Thickener (508), Palm oil, Flavour enhancer (635), Yeast extract powder, Dehydrated kasuri methi leaves, Starch, Acidity regulator (330), Mineral and Wheat gluten Contains Wheat May contains Milk, Oats and Soy. C i ^ C","en:gluten,en:soybeans","en:gluten,en:soybeans",,,India
8908005144076,Multigrain Energy Bar,Yoga Bar,"Nuts & Seeds 34% (Almonds. Sunflower, Sesame, pumpkin, Chia), Whole Grain Flakes 32% (Rolled Oats, Brown Rice, Saamai), Honey 22%, Dried Fruit (Dates & Cranberry) 9% Rice Crisps 2%, Prebiotic Fib (Acacia Gum). Cinnamon CONTAINS ADDED NATURAL FLAVOUR: Rosemary Extract",,"en:nuts,en:sesame-seeds",,,en:in
8901491981521,,Lay's,,,,,,en:India
8901088155496,Saffola oats,Saffola,Rolled Oats,,,,,India
8906010503550,Wafers,,,,,,,en:in
3948764362309,Minute maid pulpy orenge,Drink,,,,,,en:India
8901393019117,Happydent wave sugarfree,,"polyols (maltitol, xylitol (7%), sorbitol), gum base, humectant (ins 422), thickeners (ins 1405, ins 1412, ins 415 , ins 466), flavours {natural, nature-identical and artificial (mint) flavouring substances}, sweetener (ins 951), emulsifiers (ins 322, ins 473), glazing agents (ins 903, ins 901, ins 904) antioxidant (ins 321), colours (ins 102, ins 133)",,,,,India
0853237000714,,,,,,,,en:india
8901058905571,munch,nestle,,,,,,en:india
8901719123597,pale fab bourbon,parle,,,,,,en:India
8908005312321,Caramel Popcorn,PVR,,,,,,en:India
8901786090501,Chhole Masala,Everest,,,,,,en:India
7622201756789,Oreo Strawberry Biscuit,Oreo,"Refined Wheat Flour (Maida), Sugar, Fractionated Fat Palm olein, Invert Sugar, Cocoa Solids (2%*), Bicarbonate of soda and baking soda, Ammonium bicarbonate, Starch, lodised Salt, Nature Identical Flavouring Substances (Strawberry), Emulsifier (322), Colour (122), Allergen Information: Contains Wheat, Sulphites, Soy, Milk, Barley",,"en:gluten,en:milk,en:soybeans,en:sulphur-dioxide-and-sulphites",,,en:India
8901042957968,MTR DOSA,MTR,"Batters (Dry mix) (IFC: 6.6) : Rice flour (46%), Black gram flour (27%), Refined wheat flour (Maida), Interesterified vegetable oil, salt, Raising agent [INS 500 (ii)], Acidity regulator (INS 296), Fenugreek powder.",en:gluten,en:gluten,,,"Canada,India"
8901063012608,Milk Bikis,Britannia,"REFINED WHEAT FLOUR (MAIDA) (63%), SUGAR, REFINED PALM OIL, MILK PRODUCTS (4%) SWEETENED CONDENSED PARTLY SKIMMED MILK & MILK SOLIDS), INVERT SUGAR SYRUP, RAISING AGENTS [503(1) &500 IODISED SALT, EMULSIFIERS (322) & 471), NATURE IDENTICAL & ARTIFICIAL (MILK & VANILLA) FLAVOURING SUBSTANCES, CALCIUM SALT, VITAMINS AND POTASSIUM IODATE. (Numbers in brackets as per International Numbering System) CONTAINS WHEAT, MILK AND SOYA.",,"en:gluten,en:milk,en:soybeans",,,en:India
8901233020273,Cadbury 5 star,Cadbury,park carbides,,,,,en:India
8904132918351,Get real Coconut Oil,Get Real,COCONUT OIL,,,,,India
8908001017046,Cornitos nacho crips,,,,,,,en:India
8906064655670,Cheesy sauce,,,,,,,en:India
8901058904741,Nestle kit Kat (Ind),KitKat,,,,,,en:India
8901542001703,Glucon D 500g cbd,Dabur,,,,,,en:India
8906000212202,Custard Powder,Pillsbury,"Starch, Salt, Synthetic Food Color [INS02,INS110]",,,,,India
8901499011466,Corn Flakes Real Almond Honey,Kellogg's,,,,,,en:India
8901030735097,Vanilla Ice Cream,Kwality Walls,,,,,,en:India
8902579002053,Appy fizz,Parle Agro,apple,,en:apple,,,en:India
8901719123979,Krackjack 400 (2),Parle,,,,,,en:India
8901063142541,Britannia nutri choice 200g(sys),Britannia,,,,,,en:India
8901725001308,Bingo Potato Chips Cream & Onion,ITC,"POTATO (57.9%), REFINED PALMOLEIN, SEASONING MIX [MILK SOLIDS (1.8%), REFINED SUGAR, DEXTROSE, ONION POWDER (1.0%), IODISED SALT, DRIED PARSLEY LEAVES (0.4%), SOY SAUCE POWDER, CHEESE POWDER (0.2%), ACIDITY REGULATOR (INS 330), ANTICAKING AGENT (INS 551) & FLAVOUR ENHANCER (INS 627, INS 631)] AND IODISED SALT. CONTAINS ADDED FLAVOURS(S) (NATURAL FLAVOURS & NATURAL FLAVOURING SUBSTANCES - CREAM & NATURE IDENTICAL FLAOURING SUBSTANCES - CHEESE)",,"en:milk,en:soybeans",,,en:India
8901808000051,,,,,,,,en:India
7622201766177,,Cadbury,,,,,,en:India
8901058003079,Maggi cheesy Tomato,Maggi,"MA ##MACARONI (PASTA) Semolina (100%) [from Wheat]. CHEESY TOMATO *TASTEMAKER® Milk and sugar blend mix (Milk solids & Sugar), Sugar, Dehydrated tomato paste solids {Tomato paste (13.7%), Anticaking agent (551) & lodised salt), lodised salt, Mixed spices (Dehydrated onion, Dried garlic, Roasted garlic, Cumin powder, Red chilli, Capsicum extract, Black pepper, Coriander extract & Cumin extract), Dehydrated Green bell pepper (7.1%), Maltodextrin, Edible starch, Cheese powder (Cheese (3%) & Maltodextrin), Potato flakes (Potato, Margarine, lodised salt, Emulsifier (471) & Turmeric), Palm oil, Thickener (508), Flavour enhancer (635), Oregano bits and Acidity regulator (296).",,"en:gluten,en:milk",,,en:india
8901192205261,Ginger Garlic - Culinary Paste,Catch,"Ginger (43%), Garlic (27%), Water, Iodized Salt, Acidity Regulator (INS 296), Stabilizer (INS 415), Preservatives (INS 211 & INS 224)",,,,,en:India
8904043551579,multgrain bread,modern,"Refined Wheat Flour (Maida), Whole Wheat Flour (Atta). Grains and Seeds Mix (Flax Seeds, Rolled Oats, Oat Flour, Maize Flour, Pumpkin Seeds, Bengal Gram Flour, Rice Flour, Barley Flour, White Sesame Seeds, Bajra, Sorghum), Sugar, Gluten, Yeast, Edible Vegetable Oil (Refined Palmoléin Oil), lodized Salt, Malt Product. Soya Flour, Preservatives (282, 200), Wheat Bran, Emulsifier (471), Acidity Regulator (260), Flour Treatment Agents (1100, 1102, 1104, 510) and Antioxidant (300). 'Other Grains Flour Mix - 10.7%",,"en:gluten,en:sesame-seeds,en:soybeans",,,India
8906021129961,lemon pickle,aachi,"Lemon (79%), Salt, Edible Vegetable Oil - Refined Rice Bran Oil, Red Chilli Powder, Fenugreek, Mustard, Asafoetida, Turmeric Powder, Acidity Regulators - (INS 330 & INS 260) and Curry Leaves. CONTAINS PERMITTED CLASS II PRESERVATIVE INS 211",en:mustard,en:mustard,,,India
